frame,gp,x,reward,total,looped,life
3144,0,589,0.0,415.0,False,2
3148,0,589,0.0,415.0,False,2
3152,0,589,-1.0,414.0,False,2
3156,0,589,0.0,414.0,False,2
3160,0,589,0.0,414.0,False,2
3164,0,589,0.0,414.0,False,2
3168,0,589,0.0,414.0,False,2
3172,0,589,-1.0,413.0,False,2
3176,0,589,0.0,413.0,False,2
3180,0,589,0.0,413.0,False,2
3184,0,589,0.0,413.0,False,2
3188,0,589,0.0,413.0,False,2
3192,0,589,-1.0,412.0,False,2
3196,0,589,0.0,412.0,False,2
3200,0,589,0.0,412.0,False,2
3204,0,589,0.0,412.0,False,2
3208,0,589,0.0,412.0,False,2
3212,0,589,-1.0,411.0,False,2
3216,0,589,0.0,411.0,False,2
3220,0,589,0.0,411.0,False,2
3224,0,589,0.0,411.0,False,2
3228,0,589,0.0,411.0,False,2
3232,0,589,-1.0,410.0,False,2
3236,0,589,0.0,410.0,False,2
3240,0,589,0.0,410.0,False,2
3244,0,589,0.0,410.0,False,2
3248,0,589,0.0,410.0,False,2
3252,0,589,-1.0,409.0,False,2
3256,0,589,0.0,409.0,False,2
3260,0,589,0.0,409.0,False,2
3264,0,589,0.0,409.0,False,2
3268,0,589,0.0,409.0,False,2
3272,0,589,-1.0,408.0,False,2
3276,0,590,0.0,408.0,False,2
3280,0,593,0.0,408.0,False,2
3284,0,594,0.0,408.0,False,2
3288,0,594,0.0,408.0,False,2
3292,0,594,-1.0,407.0,False,2
3296,0,594,0.0,407.0,False,2
3300,0,594,0.0,407.0,False,2
3304,0,594,0.0,407.0,False,2
3308,0,594,0.0,407.0,False,2
3312,0,594,-1.0,406.0,False,2
3316,0,594,0.0,406.0,False,2
3320,0,594,0.0,406.0,False,2
3324,0,594,0.0,406.0,False,2
3328,0,594,0.0,406.0,False,2
3332,0,594,-1.0,405.0,False,2
3336,0,594,0.0,405.0,False,2
3340,0,594,0.0,405.0,False,2
3344,0,594,0.0,405.0,False,2
3348,0,594,0.0,405.0,False,2
3352,0,594,-1.0,404.0,False,2
3356,0,594,0.0,404.0,False,2
3360,0,594,0.0,404.0,False,2
3364,0,594,0.0,404.0,False,2
3368,0,594,0.0,404.0,False,2
3372,0,594,-1.0,403.0,False,2
3376,0,594,0.0,403.0,False,2
3380,0,594,0.0,403.0,False,2
3384,0,594,0.0,403.0,False,2
3388,0,594,0.0,403.0,False,2
3392,0,594,-1.0,402.0,False,2
3396,0,594,0.0,402.0,False,2
3400,0,594,0.0,402.0,False,2
3404,0,594,0.0,402.0,False,2
3408,0,594,0.0,402.0,False,2
3412,0,594,-1.0,401.0,False,2
3416,0,594,0.0,401.0,False,2
3420,0,594,0.0,401.0,False,2
3424,0,594,0.0,401.0,False,2
3428,0,594,0.0,401.0,False,2
3432,0,594,-1.0,400.0,False,2
3436,0,594,0.0,400.0,False,2
3440,0,594,0.0,400.0,False,2
3444,0,594,0.0,400.0,False,2
3448,0,594,0.0,400.0,False,2
3452,0,594,-1.0,399.0,False,2
3456,0,594,0.0,399.0,False,2
3460,0,594,0.0,399.0,False,2
3464,0,594,0.0,399.0,False,2
3468,0,594,0.0,399.0,False,2
3472,0,594,-1.0,398.0,False,2
3476,0,594,0.0,398.0,False,2
3480,0,594,0.0,398.0,False,2
3484,0,594,0.0,398.0,False,2
3488,0,594,0.0,398.0,False,2
3492,0,594,-1.0,397.0,False,2
3496,0,594,0.0,397.0,False,2
3500,0,594,0.0,397.0,False,2
3504,0,594,0.0,397.0,False,2
3508,0,594,0.0,397.0,False,2
3512,0,594,-1.0,396.0,False,2
3516,0,594,0.0,396.0,False,2
3520,0,594,0.0,396.0,False,2
3524,0,594,0.0,396.0,False,2
3528,0,594,0.0,396.0,False,2
3532,0,594,-1.0,395.0,False,2
3536,0,594,0.0,395.0,False,2
3540,0,594,0.0,395.0,False,2
3544,0,593,0.0,395.0,False,2
3548,0,593,0.0,395.0,False,2
3552,0,594,-1.0,394.0,False,2
3556,0,594,0.0,394.0,False,2
3560,0,594,0.0,394.0,False,2
3564,0,594,0.0,394.0,False,2
3568,0,594,0.0,394.0,False,2
3572,0,594,-1.0,393.0,False,2
3576,0,594,0.0,393.0,False,2
3580,0,594,0.0,393.0,False,2
3584,0,594,0.0,393.0,False,2
3588,0,594,0.0,393.0,False,2
3592,0,594,-1.0,392.0,False,2
3596,0,594,0.0,392.0,False,2
3600,0,594,0.0,392.0,False,2
3604,0,594,0.0,392.0,False,2
3608,0,594,0.0,392.0,False,2
3612,0,594,-1.0,391.0,False,2
3616,0,594,0.0,391.0,False,2
3620,0,594,0.0,391.0,False,2
3624,0,594,0.0,391.0,False,2
3628,0,594,0.0,391.0,False,2
3632,0,594,-1.0,390.0,False,2
3636,0,594,0.0,390.0,False,2
3640,0,594,0.0,390.0,False,2
3644,0,594,0.0,390.0,False,2
3648,0,594,0.0,390.0,False,2
3652,0,594,-1.0,389.0,False,2
3656,0,594,0.0,389.0,False,2
3660,0,594,0.0,389.0,False,2
3664,0,594,0.0,389.0,False,2
3668,0,594,0.0,389.0,False,2
3672,0,594,-1.0,388.0,False,2
3676,0,594,0.0,388.0,False,2
3680,0,594,0.0,388.0,False,2
3684,0,594,0.0,388.0,False,2
3688,0,594,0.0,388.0,False,2
3692,0,594,-1.0,387.0,False,2
3696,0,594,0.0,387.0,False,2
3700,0,594,0.0,387.0,False,2
3704,0,592,0.0,387.0,False,2
3708,0,588,0.0,387.0,False,2
3712,0,582,-1.0,386.0,False,2
3716,0,575,0.0,386.0,False,2
3720,0,568,0.0,386.0,False,2
3724,0,561,0.0,386.0,False,2
3728,0,554,0.0,386.0,False,2
3732,0,545,-1.0,385.0,False,2
3736,0,534,0.0,385.0,False,2
3740,0,522,0.0,385.0,False,2
3744,0,515,0.0,385.0,False,2
3748,0,515,0.0,385.0,False,2
3752,0,515,-1.0,384.0,False,2
3756,0,515,0.0,384.0,False,2
3760,0,515,0.0,384.0,False,2
3764,0,515,0.0,384.0,False,2
3768,0,515,0.0,384.0,False,2
3772,0,515,-1.0,383.0,False,2
3776,0,515,0.0,383.0,False,2
3780,0,515,0.0,383.0,False,2
3784,0,515,0.0,383.0,False,2
3788,0,515,0.0,383.0,False,2
3792,0,515,-1.0,382.0,False,2
3796,0,515,0.0,382.0,False,2
3800,0,515,0.0,382.0,False,2
3804,0,515,0.0,382.0,False,2
3808,0,515,0.0,382.0,False,2
3812,0,515,-1.0,381.0,False,2
3816,0,515,0.0,381.0,False,2
3820,0,515,0.0,381.0,False,2
3824,0,515,0.0,381.0,False,2
3828,0,515,0.0,381.0,False,2
3832,0,515,-1.0,380.0,False,2
3836,0,515,0.0,380.0,False,2
3840,0,515,0.0,380.0,False,2
3844,0,515,0.0,380.0,False,2
3848,0,515,0.0,380.0,False,2
3852,0,515,-1.0,379.0,False,2
3856,0,515,0.0,379.0,False,2
3860,0,515,0.0,379.0,False,2
3864,0,515,0.0,379.0,False,2
3868,0,515,0.0,379.0,False,2
3872,0,515,-1.0,378.0,False,2
3876,0,515,0.0,378.0,False,2
3880,0,515,0.0,378.0,False,2
3884,0,515,0.0,378.0,False,2
3888,0,515,0.0,378.0,False,2
3892,0,515,-1.0,377.0,False,2
3896,0,515,0.0,377.0,False,2
3900,0,515,0.0,377.0,False,2
3904,0,515,0.0,377.0,False,2
3908,0,515,0.0,377.0,False,2
3912,0,515,-1.0,376.0,False,2
3916,0,515,0.0,376.0,False,2
3920,0,515,0.0,376.0,False,2
3924,0,515,0.0,376.0,False,2
3928,0,515,0.0,376.0,False,2
3932,0,515,-1.0,375.0,False,2
3936,0,515,0.0,375.0,False,2
3940,0,515,0.0,375.0,False,2
3944,0,515,0.0,375.0,False,2
3948,0,515,0.0,375.0,False,2
3952,0,515,-1.0,374.0,False,2
3956,0,515,0.0,374.0,False,2
3960,0,515,0.0,374.0,False,2
3964,0,515,0.0,374.0,False,2
3968,0,515,0.0,374.0,False,2
3972,0,515,-1.0,373.0,False,2
3976,0,515,0.0,373.0,False,2
3980,0,519,0.0,373.0,False,2
3984,0,525,0.0,373.0,False,2
3988,0,532,0.0,373.0,False,2
3992,0,539,-1.0,372.0,False,2
3996,0,546,0.0,372.0,False,2
4000,0,553,0.0,372.0,False,2
4004,0,560,0.0,372.0,False,2
4008,0,567,0.0,372.0,False,2
4012,0,574,-1.0,371.0,False,2
4016,0,581,0.0,371.0,False,2
4020,0,588,0.0,371.0,False,2
4024,0,595,0.0,371.0,False,2
4028,0,602,1.0,372.0,False,2
4032,0,609,6.0,378.0,False,2
4036,0,616,7.0,385.0,False,2
4040,0,620,4.0,389.0,False,2
4044,0,623,3.0,392.0,False,2
4048,0,624,1.0,393.0,False,2
4052,0,624,-1.0,392.0,False,2
4056,0,624,0.0,392.0,False,2
4060,0,627,3.0,395.0,False,2
4064,0,631,4.0,399.0,False,2
4068,0,637,6.0,405.0,False,2
4072,0,644,6.0,411.0,False,2
4076,0,651,7.0,418.0,False,2
4080,0,658,7.0,425.0,False,2
4084,0,665,7.0,432.0,False,2
4088,0,673,8.0,440.0,False,2
4092,0,684,10.0,450.0,False,2
4096,0,695,11.0,461.0,False,2
4100,0,707,12.0,473.0,False,2
4104,0,718,11.0,484.0,False,2
4108,0,722,4.0,488.0,False,2
4112,0,722,-1.0,487.0,False,2
4116,0,722,0.0,487.0,False,2
4120,0,722,0.0,487.0,False,2
4124,0,722,1.0,488.0,False,2
4128,0,722,0.0,488.0,False,2
4132,0,722,-1.0,487.0,False,2
4136,0,722,0.0,487.0,False,2
4140,0,722,0.0,487.0,False,2
4144,0,722,0.0,487.0,False,2
4148,0,722,0.0,487.0,False,2
4152,0,722,-1.0,486.0,False,2
4156,0,722,0.0,486.0,False,2
4160,0,722,0.0,486.0,False,2
4164,0,722,0.0,486.0,False,2
4168,0,722,0.0,486.0,False,2
4172,0,722,-1.0,485.0,False,2
4176,0,722,0.0,485.0,False,2
4180,0,722,0.0,485.0,False,2
4184,0,722,0.0,485.0,False,2
4188,0,722,0.0,485.0,False,2
4192,0,722,-1.0,484.0,False,2
4196,0,722,0.0,484.0,False,2
4200,0,722,0.0,484.0,False,2
4204,0,722,0.0,484.0,False,2
4208,0,722,0.0,484.0,False,2
4212,0,722,-1.0,483.0,False,2
4216,0,722,0.0,483.0,False,2
4220,0,722,0.0,483.0,False,2
4224,0,722,0.0,483.0,False,2
4228,0,722,0.0,483.0,False,2
4232,0,722,-1.0,482.0,False,2
4236,0,722,0.0,482.0,False,2
4240,0,722,0.0,482.0,False,2
4244,0,722,0.0,482.0,False,2
4248,0,722,0.0,482.0,False,2
4252,0,722,-1.0,481.0,False,2
4256,0,722,0.0,481.0,False,2
4260,0,722,0.0,481.0,False,2
4264,0,722,0.0,481.0,False,2
4268,0,722,0.0,481.0,False,2
4272,0,722,-1.0,480.0,False,2
4276,0,722,0.0,480.0,False,2
4280,0,722,0.0,480.0,False,2
4284,0,722,0.0,480.0,False,2
4288,0,722,0.0,480.0,False,2
4292,0,722,-1.0,479.0,False,2
4296,0,722,0.0,479.0,False,2
4300,0,722,0.0,479.0,False,2
4304,0,722,0.0,479.0,False,2
4308,0,722,0.0,479.0,False,2
4312,0,722,-1.0,478.0,False,2
4316,0,722,0.0,478.0,False,2
4320,0,722,0.0,478.0,False,2
4324,0,722,0.0,478.0,False,2
4328,0,722,0.0,478.0,False,2
4332,0,722,-1.0,477.0,False,2
4336,0,722,0.0,477.0,False,2
4340,0,721,0.0,477.0,False,2
4344,0,721,0.0,477.0,False,2
4348,0,721,0.0,477.0,False,2
4352,0,721,-1.0,476.0,False,2
4356,0,720,0.0,476.0,False,2
4360,0,720,0.0,476.0,False,2
4364,0,720,0.0,476.0,False,2
4368,0,720,0.0,476.0,False,2
4372,0,719,-1.0,475.0,False,2
4376,0,719,0.0,475.0,False,2
4380,0,719,0.0,475.0,False,2
4384,0,720,0.0,475.0,False,2
4388,0,722,0.0,475.0,False,2
4392,0,722,-1.0,474.0,False,2
4396,0,722,0.0,474.0,False,2
4400,0,722,0.0,474.0,False,2
4404,0,722,0.0,474.0,False,2
4408,0,722,0.0,474.0,False,2
4412,0,722,-1.0,473.0,False,2
4416,0,722,0.0,473.0,False,2
4420,0,722,0.0,473.0,False,2
4424,0,722,0.0,473.0,False,2
4428,0,722,0.0,473.0,False,2
4432,0,722,-1.0,472.0,False,2
4436,0,722,0.0,472.0,False,2
4440,0,722,0.0,472.0,False,2
4444,0,722,0.0,472.0,False,2
4448,0,722,0.0,472.0,False,2
4452,0,722,-1.0,471.0,False,2
4456,0,722,0.0,471.0,False,2
4460,0,722,0.0,471.0,False,2
4464,0,722,0.0,471.0,False,2
4468,0,722,0.0,471.0,False,2
4472,0,722,-1.0,470.0,False,2
4476,0,722,0.0,470.0,False,2
4480,0,722,0.0,470.0,False,2
4484,0,722,0.0,470.0,False,2
4488,0,722,0.0,470.0,False,2
4492,0,722,-1.0,469.0,False,2
4496,0,722,0.0,469.0,False,2
4500,0,722,0.0,469.0,False,2
4504,0,722,0.0,469.0,False,2
4508,0,722,0.0,469.0,False,2
4512,0,722,-1.0,468.0,False,2
4516,0,722,0.0,468.0,False,2
4520,0,722,0.0,468.0,False,2
4524,0,722,0.0,468.0,False,2
4528,0,722,0.0,468.0,False,2
4532,0,722,-1.0,467.0,False,2
4536,0,722,0.0,467.0,False,2
4540,0,722,0.0,467.0,False,2
4544,0,722,0.0,467.0,False,2
4548,0,722,0.0,467.0,False,2
4552,0,721,-1.0,466.0,False,2
4556,0,721,0.0,466.0,False,2
4560,0,721,0.0,466.0,False,2
4564,0,721,0.0,466.0,False,2
4568,0,721,0.0,466.0,False,2
4572,0,721,-1.0,465.0,False,2
4576,0,721,0.0,465.0,False,2
4580,0,721,0.0,465.0,False,2
4584,0,721,0.0,465.0,False,2
4588,0,721,0.0,465.0,False,2
4592,0,721,-1.0,464.0,False,2
4596,0,721,0.0,464.0,False,2
4600,0,721,0.0,464.0,False,2
4604,0,721,0.0,464.0,False,2
4608,0,721,0.0,464.0,False,2
4612,0,721,-1.0,463.0,False,2
4616,0,721,0.0,463.0,False,2
4620,0,721,0.0,463.0,False,2
4624,0,721,0.0,463.0,False,2
4628,0,721,0.0,463.0,False,2
4632,0,721,-1.0,462.0,False,2
4636,0,722,0.0,462.0,False,2
4640,0,722,0.0,462.0,False,2
4644,0,722,0.0,462.0,False,2
4648,0,722,0.0,462.0,False,2
4652,0,722,-1.0,461.0,False,2
4656,0,722,0.0,461.0,False,2
4660,0,722,0.0,461.0,False,2
4664,0,722,0.0,461.0,False,2
4668,0,722,0.0,461.0,False,2
4672,0,722,-1.0,460.0,False,2
4676,0,722,0.0,460.0,False,2
4680,0,722,0.0,460.0,False,2
4684,0,721,0.0,460.0,False,2
4688,0,721,0.0,460.0,False,2
4692,0,721,-1.0,459.0,False,2
4696,0,721,0.0,459.0,False,2
4700,0,720,0.0,459.0,False,2
4704,0,720,0.0,459.0,False,2
4708,0,720,0.0,459.0,False,2
4712,0,720,-1.0,458.0,False,2
4716,0,719,0.0,458.0,False,2
4720,0,719,0.0,458.0,False,2
4724,0,719,0.0,458.0,False,2
4728,0,719,0.0,458.0,False,2
4732,0,719,-1.0,457.0,False,2
4736,0,719,0.0,457.0,False,2
4740,0,719,0.0,457.0,False,2
4744,0,719,0.0,457.0,False,2
4748,0,719,0.0,457.0,False,2
4752,0,719,-1.0,456.0,False,2
4756,0,719,0.0,456.0,False,2
4760,0,719,0.0,456.0,False,2
4764,0,719,0.0,456.0,False,2
4768,0,719,0.0,456.0,False,2
4772,0,719,-1.0,455.0,False,2
4776,0,719,0.0,455.0,False,2
4780,0,720,0.0,455.0,False,2
4784,0,722,0.0,455.0,False,2
4788,0,722,0.0,455.0,False,2
4792,0,722,-1.0,454.0,False,2
4796,0,722,0.0,454.0,False,2
4800,0,722,0.0,454.0,False,2
4804,0,722,0.0,454.0,False,2
4808,0,722,0.0,454.0,False,2
4812,0,722,-1.0,453.0,False,2
4816,0,722,0.0,453.0,False,2
4820,0,722,0.0,453.0,False,2
4824,0,722,0.0,453.0,False,2
4828,0,722,0.0,453.0,False,2
4832,0,721,-1.0,452.0,False,2
4836,0,721,0.0,452.0,False,2
4840,0,721,0.0,452.0,False,2
4844,0,721,0.0,452.0,False,2
4848,0,721,0.0,452.0,False,2
4852,0,721,-1.0,451.0,False,2
4856,0,721,0.0,451.0,False,2
4860,0,721,0.0,451.0,False,2
4864,0,721,0.0,451.0,False,2
4868,0,721,0.0,451.0,False,2
4872,0,721,-1.0,450.0,False,2
4876,0,721,0.0,450.0,False,2
4880,0,722,0.0,450.0,False,2
4884,0,722,0.0,450.0,False,2
4888,0,722,0.0,450.0,False,2
4892,0,722,-1.0,449.0,False,2
4896,0,722,0.0,449.0,False,2
4900,0,722,0.0,449.0,False,2
4904,0,722,0.0,449.0,False,2
4908,0,722,0.0,449.0,False,2
4912,0,722,-1.0,448.0,False,2
4916,0,722,0.0,448.0,False,2
4920,0,722,0.0,448.0,False,2
4924,0,722,0.0,448.0,False,2
4928,0,722,0.0,448.0,False,2
4932,0,722,-1.0,447.0,False,2
4936,0,722,0.0,447.0,False,2
4940,0,722,0.0,447.0,False,2
4944,0,722,0.0,447.0,False,2
4948,0,722,0.0,447.0,False,2
4952,0,722,-1.0,446.0,False,2
4956,0,722,0.0,446.0,False,2
4960,0,722,0.0,446.0,False,2
4964,0,722,0.0,446.0,False,2
4968,0,722,0.0,446.0,False,2
4972,0,722,-1.0,445.0,False,2
4976,0,722,0.0,445.0,False,2
4980,0,722,0.0,445.0,False,2
4984,0,722,0.0,445.0,False,2
4988,0,722,0.0,445.0,False,2
4992,0,722,-1.0,444.0,False,2
4996,0,722,0.0,444.0,False,2
5000,0,722,0.0,444.0,False,2
5004,0,722,0.0,444.0,False,2
5008,0,722,0.0,444.0,False,2
5012,0,722,-1.0,443.0,False,2
5016,0,722,0.0,443.0,False,2
5020,0,722,0.0,443.0,False,2
5024,0,722,0.0,443.0,False,2
5028,0,722,0.0,443.0,False,2
5032,0,722,-1.0,442.0,False,2
5036,0,722,0.0,442.0,False,2
5040,0,722,0.0,442.0,False,2
5044,0,722,0.0,442.0,False,2
5048,0,722,0.0,442.0,False,2
5052,0,722,-1.0,441.0,False,2
5056,0,722,0.0,441.0,False,2
5060,0,722,0.0,441.0,False,2
5064,0,722,0.0,441.0,False,2
5068,0,722,0.0,441.0,False,2
5072,0,722,-1.0,440.0,False,2
5076,0,722,0.0,440.0,False,2
5080,0,722,0.0,440.0,False,2
5084,0,721,0.0,440.0,False,2
5088,0,721,0.0,440.0,False,2
5092,0,721,-1.0,439.0,False,2
5096,0,721,0.0,439.0,False,2
5100,0,721,0.0,439.0,False,2
5104,0,721,0.0,439.0,False,2
5108,0,721,0.0,439.0,False,2
5112,0,721,-1.0,438.0,False,2
5116,0,721,0.0,438.0,False,2
5120,0,721,0.0,438.0,False,2
5124,0,721,0.0,438.0,False,2
5128,0,721,0.0,438.0,False,2
5132,0,721,-1.0,437.0,False,2
5136,0,721,0.0,437.0,False,2
5140,0,722,0.0,437.0,False,2
5144,0,722,0.0,437.0,False,2
5148,0,722,0.0,437.0,False,2
5152,0,722,-1.0,436.0,False,2
5156,0,722,0.0,436.0,False,2
5160,0,722,0.0,436.0,False,2
5164,0,722,0.0,436.0,False,2
5168,0,722,0.0,436.0,False,2
5172,0,722,-1.0,435.0,False,2
5176,0,722,0.0,435.0,False,2
5180,0,722,0.0,435.0,False,2
5184,0,722,0.0,435.0,False,2
5188,0,722,0.0,435.0,False,2
5192,0,722,-1.0,434.0,False,2
5196,0,722,0.0,434.0,False,2
5200,0,722,0.0,434.0,False,2
5204,0,722,0.0,434.0,False,2
5208,0,722,0.0,434.0,False,2
5212,0,722,-1.0,433.0,False,2
5216,0,722,0.0,433.0,False,2
5220,0,722,0.0,433.0,False,2
5224,0,722,0.0,433.0,False,2
5228,0,722,0.0,433.0,False,2
5232,0,722,-1.0,432.0,False,2
5236,0,722,0.0,432.0,False,2
5240,0,722,0.0,432.0,False,2
5244,0,722,0.0,432.0,False,2
5248,0,722,0.0,432.0,False,2
5252,0,722,-1.0,431.0,False,2
5256,0,722,0.0,431.0,False,2
5260,0,722,0.0,431.0,False,2
5264,0,722,0.0,431.0,False,2
5268,0,722,0.0,431.0,False,2
5272,0,722,-1.0,430.0,False,2
5276,0,722,0.0,430.0,False,2
5280,0,722,0.0,430.0,False,2
5284,0,722,0.0,430.0,False,2
5288,0,722,0.0,430.0,False,2
5292,0,722,-1.0,429.0,False,2
5296,0,722,0.0,429.0,False,2
5300,0,722,0.0,429.0,False,2
5304,0,722,0.0,429.0,False,2
5308,0,722,0.0,429.0,False,2
5312,0,722,-1.0,428.0,False,2
5316,0,722,0.0,428.0,False,2
5320,0,722,0.0,428.0,False,2
5324,0,722,0.0,428.0,False,2
5328,0,722,0.0,428.0,False,2
5332,0,722,-1.0,427.0,False,2
5336,0,722,0.0,427.0,False,2
5340,0,722,0.0,427.0,False,2
5344,0,722,0.0,427.0,False,2
5348,0,722,0.0,427.0,False,2
5352,0,722,-1.0,426.0,False,2
5356,0,722,0.0,426.0,False,2
5360,0,722,0.0,426.0,False,2
5364,0,722,0.0,426.0,False,2
5368,0,722,0.0,426.0,False,2
5372,0,722,-1.0,425.0,False,2
5376,0,722,0.0,425.0,False,2
5380,0,722,0.0,425.0,False,2
5384,0,722,0.0,425.0,False,2
5388,0,722,0.0,425.0,False,2
5392,0,722,-1.0,424.0,False,2
5396,0,722,0.0,424.0,False,2
5400,0,722,0.0,424.0,False,2
5404,0,722,0.0,424.0,False,2
5408,0,722,0.0,424.0,False,2
5412,0,722,-1.0,423.0,False,2
5416,0,722,0.0,423.0,False,2
5420,0,722,0.0,423.0,False,2
5424,0,722,0.0,423.0,False,2
5428,0,722,0.0,423.0,False,2
5432,0,722,-1.0,422.0,False,2
5436,0,722,0.0,422.0,False,2
5440,0,722,0.0,422.0,False,2
5444,0,722,0.0,422.0,False,2
5448,0,722,0.0,422.0,False,2
5452,0,722,-1.0,421.0,False,2
5456,0,722,0.0,421.0,False,2
5460,0,722,0.0,421.0,False,2
5464,0,722,0.0,421.0,False,2
5468,0,722,0.0,421.0,False,2
5472,0,722,-1.0,420.0,False,2
5476,0,722,0.0,420.0,False,2
5480,0,722,0.0,420.0,False,2
5484,0,722,0.0,420.0,False,2
5488,0,722,0.0,420.0,False,2
5492,0,722,-1.0,419.0,False,2
5496,0,722,0.0,419.0,False,2
5500,0,722,0.0,419.0,False,2
5504,0,722,0.0,419.0,False,2
5508,0,722,0.0,419.0,False,2
5512,0,722,-1.0,418.0,False,2
5516,0,722,0.0,418.0,False,2
5520,0,722,0.0,418.0,False,2
5524,0,722,0.0,418.0,False,2
5528,0,722,0.0,418.0,False,2
5532,0,722,-1.0,417.0,False,2
5536,0,722,0.0,417.0,False,2
5540,0,722,0.0,417.0,False,2
5544,0,722,0.0,417.0,False,2
5548,0,722,0.0,417.0,False,2
5552,0,722,-1.0,416.0,False,2
5556,0,722,0.0,416.0,False,2
5560,0,722,0.0,416.0,False,2
5564,0,722,0.0,416.0,False,2
5568,0,722,0.0,416.0,False,2
5572,0,722,-1.0,415.0,False,2
5576,0,722,0.0,415.0,False,2
5580,0,722,0.0,415.0,False,2
5584,0,722,0.0,415.0,False,2
5588,0,722,0.0,415.0,False,2
5592,0,722,-1.0,414.0,False,2
5596,0,722,0.0,414.0,False,2
5600,0,722,0.0,414.0,False,2
5604,0,722,0.0,414.0,False,2
5608,0,722,0.0,414.0,False,2
5612,0,722,-1.0,413.0,False,2
5616,0,722,0.0,413.0,False,2
5620,0,722,0.0,413.0,False,2
5624,0,722,0.0,413.0,False,2
5628,0,722,0.0,413.0,False,2
5632,0,722,-1.0,412.0,False,2
5636,0,722,0.0,412.0,False,2
5640,0,722,0.0,412.0,False,2
5644,0,722,0.0,412.0,False,2
5648,0,722,0.0,412.0,False,2
5652,0,722,-1.0,411.0,False,2
5656,0,722,0.0,411.0,False,2
5660,0,722,0.0,411.0,False,2
5664,0,722,0.0,411.0,False,2
5668,0,722,0.0,411.0,False,2
5672,0,722,-1.0,410.0,False,2
5676,0,722,0.0,410.0,False,2
5680,0,722,0.0,410.0,False,2
5684,0,722,0.0,410.0,False,2
5688,0,722,0.0,410.0,False,2
5692,0,722,-1.0,409.0,False,2
5696,0,722,0.0,409.0,False,2
5700,0,722,0.0,409.0,False,2
5704,0,722,0.0,409.0,False,2
5708,0,722,0.0,409.0,False,2
5712,0,722,-1.0,408.0,False,2
5716,0,722,0.0,408.0,False,2
5720,0,722,0.0,408.0,False,2
5724,0,722,0.0,408.0,False,2
5728,0,722,0.0,408.0,False,2
5732,0,722,-1.0,407.0,False,2
5736,0,722,0.0,407.0,False,2
5740,0,722,0.0,407.0,False,2
5744,0,722,0.0,407.0,False,2
5748,0,722,0.0,407.0,False,2
5752,0,722,-1.0,406.0,False,2
5756,0,722,0.0,406.0,False,2
5760,0,722,0.0,406.0,False,2
5764,0,722,0.0,406.0,False,2
5768,0,722,0.0,406.0,False,2
5772,0,722,-1.0,405.0,False,2
5776,0,722,0.0,405.0,False,2
5780,0,722,0.0,405.0,False,2
5784,0,722,0.0,405.0,False,2
5788,0,722,0.0,405.0,False,2
5792,0,722,-1.0,404.0,False,2
5796,0,722,0.0,404.0,False,2
5800,0,722,0.0,404.0,False,2
5804,0,722,0.0,404.0,False,2
5808,0,722,0.0,404.0,False,2
5812,0,722,-1.0,403.0,False,2
5816,0,722,0.0,403.0,False,2
5820,0,722,0.0,403.0,False,2
5824,0,722,0.0,403.0,False,2
5828,0,722,0.0,403.0,False,2
5832,0,722,-1.0,402.0,False,2
5836,0,722,0.0,402.0,False,2
5840,0,722,0.0,402.0,False,2
5844,0,722,0.0,402.0,False,2
5848,0,722,0.0,402.0,False,2
5852,0,722,-1.0,401.0,False,2
5856,0,722,0.0,401.0,False,2
5860,0,722,0.0,401.0,False,2
5864,0,722,0.0,401.0,False,2
5868,0,722,0.0,401.0,False,2
5872,0,722,-1.0,400.0,False,2
5876,0,722,0.0,400.0,False,2
5880,0,722,0.0,400.0,False,2
5884,0,722,0.0,400.0,False,2
5888,0,722,0.0,400.0,False,2
5892,0,722,-1.0,399.0,False,2
5896,0,722,0.0,399.0,False,2
5900,0,722,0.0,399.0,False,2
5904,0,722,0.0,399.0,False,2
5908,0,722,0.0,399.0,False,2
5912,0,722,-1.0,398.0,False,2
5916,0,722,0.0,398.0,False,2
5920,0,722,0.0,398.0,False,2
5924,0,722,0.0,398.0,False,2
5928,0,722,0.0,398.0,False,2
5932,0,722,-1.0,397.0,False,2
5936,0,722,0.0,397.0,False,2
5940,0,722,0.0,397.0,False,2
5944,0,722,0.0,397.0,False,2
5948,0,722,0.0,397.0,False,2
5952,0,722,-1.0,396.0,False,2
5956,0,722,0.0,396.0,False,2
5960,0,722,0.0,396.0,False,2
5964,0,722,0.0,396.0,False,2
5968,0,722,0.0,396.0,False,2
5972,0,722,-1.0,395.0,False,2
5976,0,722,0.0,395.0,False,2
5980,0,722,0.0,395.0,False,2
5984,0,722,0.0,395.0,False,2
5988,0,722,0.0,395.0,False,2
5992,0,722,-1.0,394.0,False,2
5996,0,722,0.0,394.0,False,2
6000,0,722,0.0,394.0,False,2
6004,0,722,0.0,394.0,False,2
6008,0,722,0.0,394.0,False,2
6012,0,722,-1.0,393.0,False,2
6016,0,722,0.0,393.0,False,2
6020,0,722,0.0,393.0,False,2
6024,0,722,0.0,393.0,False,2
6028,0,722,0.0,393.0,False,2
6032,0,722,-1.0,392.0,False,2
6036,0,722,0.0,392.0,False,2
6040,0,722,0.0,392.0,False,2
6044,0,722,0.0,392.0,False,2
6048,0,722,0.0,392.0,False,2
6052,0,722,-1.0,391.0,False,2
