frame,gp,x,reward,total,looped,life
6056,0,722,0.0,391.0,False,2
6060,0,722,0.0,391.0,False,2
6064,0,722,0.0,391.0,False,2
6068,0,722,0.0,391.0,False,2
6072,0,722,-1.0,390.0,False,2
6076,0,722,0.0,390.0,False,2
6080,0,722,0.0,390.0,False,2
6084,0,722,0.0,390.0,False,2
6088,0,722,0.0,390.0,False,2
6092,0,722,-1.0,389.0,False,2
6096,0,722,0.0,389.0,False,2
6100,0,722,0.0,389.0,False,2
6104,0,722,0.0,389.0,False,2
6108,0,722,0.0,389.0,False,2
6112,0,722,-1.0,388.0,False,2
6116,0,722,0.0,388.0,False,2
6120,0,722,0.0,388.0,False,2
6124,0,722,0.0,388.0,False,2
6128,0,722,0.0,388.0,False,2
6132,0,722,-1.0,387.0,False,2
6136,0,722,0.0,387.0,False,2
6140,0,722,0.0,387.0,False,2
6144,0,722,0.0,387.0,False,2
6148,0,722,0.0,387.0,False,2
6152,0,722,-1.0,386.0,False,2
6156,0,722,0.0,386.0,False,2
6160,0,722,0.0,386.0,False,2
6164,0,722,0.0,386.0,False,2
6168,0,722,0.0,386.0,False,2
6172,0,722,-1.0,385.0,False,2
6176,0,722,0.0,385.0,False,2
6180,0,722,0.0,385.0,False,2
6184,0,722,0.0,385.0,False,2
6188,0,722,0.0,385.0,False,2
6192,0,722,-1.0,384.0,False,2
6196,0,722,0.0,384.0,False,2
6200,0,722,0.0,384.0,False,2
6204,0,722,0.0,384.0,False,2
6208,0,722,0.0,384.0,False,2
6212,0,722,-1.0,383.0,False,2
6216,0,722,0.0,383.0,False,2
6220,0,722,0.0,383.0,False,2
6224,0,722,0.0,383.0,False,2
6228,0,722,0.0,383.0,False,2
6232,0,722,-1.0,382.0,False,2
6236,0,722,0.0,382.0,False,2
6240,0,722,0.0,382.0,False,2
6244,0,722,0.0,382.0,False,2
6248,0,722,0.0,382.0,False,2
6252,0,722,-1.0,381.0,False,2
6256,0,722,0.0,381.0,False,2
6260,0,722,0.0,381.0,False,2
6264,0,722,0.0,381.0,False,2
6268,0,722,0.0,381.0,False,2
6272,0,722,-1.0,380.0,False,2
6276,0,722,0.0,380.0,False,2
6280,0,722,0.0,380.0,False,2
6284,0,722,0.0,380.0,False,2
6288,0,722,0.0,380.0,False,2
6292,0,722,-1.0,379.0,False,2
6296,0,722,0.0,379.0,False,2
6300,0,722,0.0,379.0,False,2
6304,0,722,0.0,379.0,False,2
6308,0,722,0.0,379.0,False,2
6312,0,722,-1.0,378.0,False,2
6316,0,722,0.0,378.0,False,2
6320,0,722,0.0,378.0,False,2
6324,0,722,0.0,378.0,False,2
6328,0,722,0.0,378.0,False,2
6332,0,722,-1.0,377.0,False,2
6336,0,722,0.0,377.0,False,2
6340,0,722,0.0,377.0,False,2
6344,0,722,0.0,377.0,False,2
6348,0,722,0.0,377.0,False,2
6352,0,722,-1.0,376.0,False,2
6356,0,722,0.0,376.0,False,2
6360,0,722,0.0,376.0,False,2
6364,0,722,0.0,376.0,False,2
6368,0,722,0.0,376.0,False,2
6372,0,722,-1.0,375.0,False,2
6376,0,722,0.0,375.0,False,2
6380,0,722,0.0,375.0,False,2
6384,0,722,0.0,375.0,False,2
6388,0,722,0.0,375.0,False,2
6392,0,722,-1.0,374.0,False,2
6396,0,722,0.0,374.0,False,2
6400,0,722,0.0,374.0,False,2
6404,0,722,0.0,374.0,False,2
6408,0,722,0.0,374.0,False,2
6412,0,722,-1.0,373.0,False,2
6416,0,722,0.0,373.0,False,2
6420,0,722,0.0,373.0,False,2
6424,0,722,0.0,373.0,False,2
6428,0,722,0.0,373.0,False,2
6432,0,722,-1.0,372.0,False,2
6436,0,722,0.0,372.0,False,2
6440,0,722,0.0,372.0,False,2
6444,0,722,0.0,372.0,False,2
6448,0,722,0.0,372.0,False,2
6452,0,722,-1.0,371.0,False,2
6456,0,722,0.0,371.0,False,2
6460,0,722,0.0,371.0,False,2
6464,0,722,0.0,371.0,False,2
6468,0,722,0.0,371.0,False,2
6472,0,722,-1.0,370.0,False,2
6476,0,722,0.0,370.0,False,2
6480,0,722,0.0,370.0,False,2
6484,0,722,0.0,370.0,False,2
6488,0,722,0.0,370.0,False,2
6492,0,722,-1.0,369.0,False,2
6496,0,722,0.0,369.0,False,2
6500,0,722,0.0,369.0,False,2
6504,0,722,0.0,369.0,False,2
6508,0,722,0.0,369.0,False,2
6512,0,722,-1.0,368.0,False,2
6516,0,722,0.0,368.0,False,2
6520,0,722,0.0,368.0,False,2
6524,0,722,0.0,368.0,False,2
6528,0,722,0.0,368.0,False,2
6532,0,722,-1.0,367.0,False,2
6536,0,722,0.0,367.0,False,2
6540,0,722,0.0,367.0,False,2
6544,0,722,0.0,367.0,False,2
6548,0,722,0.0,367.0,False,2
6552,0,722,-1.0,366.0,False,2
6556,0,722,0.0,366.0,False,2
6560,0,722,0.0,366.0,False,2
6564,0,722,0.0,366.0,False,2
6568,0,722,0.0,366.0,False,2
6572,0,722,-1.0,365.0,False,2
6576,0,722,0.0,365.0,False,2
6580,0,722,0.0,365.0,False,2
6584,0,722,0.0,365.0,False,2
6588,0,722,0.0,365.0,False,2
6592,0,722,-1.0,364.0,False,2
6596,0,722,0.0,364.0,False,2
6600,0,722,0.0,364.0,False,2
6604,0,722,0.0,364.0,False,2
6608,0,722,0.0,364.0,False,2
6612,0,722,-1.0,363.0,False,2
6616,0,722,0.0,363.0,False,2
6620,0,722,0.0,363.0,False,2
6624,0,722,0.0,363.0,False,2
6628,0,722,0.0,363.0,False,2
6632,0,722,-1.0,362.0,False,2
6636,0,722,0.0,362.0,False,2
6640,0,722,0.0,362.0,False,2
6644,0,722,0.0,362.0,False,2
6648,0,722,0.0,362.0,False,2
6652,0,722,-1.0,361.0,False,2
6656,0,722,0.0,361.0,False,2
6660,0,722,0.0,361.0,False,2
6664,0,722,0.0,361.0,False,2
6668,0,722,0.0,361.0,False,2
6672,0,722,-1.0,360.0,False,2
6676,0,722,0.0,360.0,False,2
6680,0,722,0.0,360.0,False,2
6684,0,722,0.0,360.0,False,2
6688,0,722,0.0,360.0,False,2
6692,0,722,-1.0,359.0,False,2
6696,0,722,0.0,359.0,False,2
6700,0,722,0.0,359.0,False,2
6704,0,722,0.0,359.0,False,2
6708,0,722,0.0,359.0,False,2
6712,0,722,-1.0,358.0,False,2
6716,0,722,0.0,358.0,False,2
6720,0,722,0.0,358.0,False,2
6724,0,722,0.0,358.0,False,2
6728,0,722,0.0,358.0,False,2
6732,0,722,-1.0,357.0,False,2
6736,0,722,0.0,357.0,False,2
6740,0,722,0.0,357.0,False,2
6744,0,721,0.0,357.0,False,2
6748,0,721,0.0,357.0,False,2
6752,0,722,-1.0,356.0,False,2
6756,0,722,0.0,356.0,False,2
6760,0,722,0.0,356.0,False,2
6764,0,722,0.0,356.0,False,2
6768,0,722,0.0,356.0,False,2
6772,0,722,-1.0,355.0,False,2
6776,0,722,0.0,355.0,False,2
6780,0,722,0.0,355.0,False,2
6784,0,722,0.0,355.0,False,2
6788,0,722,0.0,355.0,False,2
6792,0,722,-1.0,354.0,False,2
6796,0,722,0.0,354.0,False,2
6800,0,722,0.0,354.0,False,2
6804,0,722,0.0,354.0,False,2
6808,0,722,0.0,354.0,False,2
6812,0,722,-1.0,353.0,False,2
6816,0,722,0.0,353.0,False,2
6820,0,722,0.0,353.0,False,2
6824,0,722,0.0,353.0,False,2
6828,0,722,0.0,353.0,False,2
6832,0,722,-1.0,352.0,False,2
6836,0,722,0.0,352.0,False,2
6840,0,722,0.0,352.0,False,2
6844,0,722,0.0,352.0,False,2
6848,0,722,0.0,352.0,False,2
6852,0,722,-1.0,351.0,False,2
6856,0,722,0.0,351.0,False,2
6860,0,722,0.0,351.0,False,2
6864,0,722,0.0,351.0,False,2
6868,0,722,0.0,351.0,False,2
6872,0,722,-1.0,350.0,False,2
6876,0,722,0.0,350.0,False,2
6880,0,722,0.0,350.0,False,2
6884,0,722,0.0,350.0,False,2
6888,0,722,0.0,350.0,False,2
6892,0,722,-1.0,349.0,False,2
6896,0,722,0.0,349.0,False,2
6900,0,722,0.0,349.0,False,2
6904,0,722,0.0,349.0,False,2
6908,0,722,0.0,349.0,False,2
6912,0,722,-1.0,348.0,False,2
6916,0,722,0.0,348.0,False,2
6920,0,722,0.0,348.0,False,2
6924,0,722,0.0,348.0,False,2
6928,0,722,0.0,348.0,False,2
6932,0,722,-1.0,347.0,False,2
6936,0,722,0.0,347.0,False,2
6940,0,722,0.0,347.0,False,2
6944,0,722,0.0,347.0,False,2
6948,0,722,0.0,347.0,False,2
6952,0,722,-1.0,346.0,False,2
6956,0,722,0.0,346.0,False,2
6960,0,722,0.0,346.0,False,2
6964,0,722,0.0,346.0,False,2
6968,0,722,0.0,346.0,False,2
6972,0,722,-1.0,345.0,False,2
6976,0,722,0.0,345.0,False,2
6980,0,722,0.0,345.0,False,2
6984,0,722,0.0,345.0,False,2
6988,0,722,0.0,345.0,False,2
6992,0,722,-1.0,344.0,False,2
6996,0,722,0.0,344.0,False,2
7000,0,722,0.0,344.0,False,2
7004,0,722,0.0,344.0,False,2
7008,0,722,0.0,344.0,False,2
7012,0,722,-1.0,343.0,False,2
7016,0,722,0.0,343.0,False,2
7020,0,722,0.0,343.0,False,2
7024,0,722,0.0,343.0,False,2
7028,0,722,0.0,343.0,False,2
7032,0,722,-1.0,342.0,False,2
7036,0,722,0.0,342.0,False,2
7040,0,722,0.0,342.0,False,2
7044,0,722,0.0,342.0,False,2
7048,0,722,0.0,342.0,False,2
7052,0,722,-1.0,341.0,False,2
7056,0,722,0.0,341.0,False,2
7060,0,721,0.0,341.0,False,2
7064,0,721,0.0,341.0,False,2
7068,0,721,0.0,341.0,False,2
7072,0,721,-1.0,340.0,False,2
7076,0,720,0.0,340.0,False,2
7080,0,720,0.0,340.0,False,2
7084,0,720,0.0,340.0,False,2
7088,0,720,0.0,340.0,False,2
7092,0,719,-1.0,339.0,False,2
7096,0,719,0.0,339.0,False,2
7100,0,719,0.0,339.0,False,2
7104,0,719,0.0,339.0,False,2
7108,0,719,0.0,339.0,False,2
7112,0,719,-1.0,338.0,False,2
7116,0,719,0.0,338.0,False,2
7120,0,719,0.0,338.0,False,2
7124,0,719,0.0,338.0,False,2
7128,0,720,0.0,338.0,False,2
7132,0,720,-1.0,337.0,False,2
7136,0,720,0.0,337.0,False,2
7140,0,720,0.0,337.0,False,2
7144,0,720,0.0,337.0,False,2
7148,0,720,0.0,337.0,False,2
7152,0,720,-1.0,336.0,False,2
7156,0,720,0.0,336.0,False,2
7160,0,720,0.0,336.0,False,2
7164,0,720,0.0,336.0,False,2
7168,0,720,0.0,336.0,False,2
7172,0,720,-1.0,335.0,False,2
7176,0,720,0.0,335.0,False,2
7180,0,720,0.0,335.0,False,2
7184,0,720,0.0,335.0,False,2
7188,0,720,0.0,335.0,False,2
7192,0,720,-1.0,334.0,False,2
7196,0,720,0.0,334.0,False,2
7200,0,720,0.0,334.0,False,2
7204,0,720,0.0,334.0,False,2
7208,0,720,0.0,334.0,False,2
7212,0,720,-1.0,333.0,False,2
7216,0,720,0.0,333.0,False,2
7220,0,720,0.0,333.0,False,2
7224,0,720,0.0,333.0,False,2
7228,0,720,0.0,333.0,False,2
7232,0,720,-1.0,332.0,False,2
7236,0,720,0.0,332.0,False,2
7240,0,720,0.0,332.0,False,2
7244,0,722,0.0,332.0,False,2
7248,0,722,0.0,332.0,False,2
7252,0,722,-1.0,331.0,False,2
7256,0,722,0.0,331.0,False,2
7260,0,722,0.0,331.0,False,2
7264,0,722,0.0,331.0,False,2
7268,0,722,0.0,331.0,False,2
7272,0,722,-1.0,330.0,False,2
7276,0,722,0.0,330.0,False,2
7280,0,722,0.0,330.0,False,2
7284,0,722,0.0,330.0,False,2
7288,0,722,0.0,330.0,False,2
7292,0,722,-1.0,329.0,False,2
7296,0,722,0.0,329.0,False,2
7300,0,722,0.0,329.0,False,2
7304,0,722,0.0,329.0,False,2
7308,0,722,0.0,329.0,False,2
7312,0,722,-1.0,328.0,False,2
7316,0,722,0.0,328.0,False,2
7320,0,722,0.0,328.0,False,2
7324,0,722,0.0,328.0,False,2
7328,0,722,0.0,328.0,False,2
7332,0,722,-1.0,327.0,False,2
7336,0,722,0.0,327.0,False,2
7340,0,722,0.0,327.0,False,2
7344,0,722,0.0,327.0,False,2
7348,0,722,0.0,327.0,False,2
7352,0,722,-1.0,326.0,False,2
7356,0,722,0.0,326.0,False,2
7360,0,722,0.0,326.0,False,2
7364,0,722,0.0,326.0,False,2
7368,0,722,0.0,326.0,False,2
7372,0,722,-1.0,325.0,False,2
7376,0,722,0.0,325.0,False,2
7380,0,722,0.0,325.0,False,2
7384,0,722,0.0,325.0,False,2
7388,0,722,0.0,325.0,False,2
7392,0,722,-1.0,324.0,False,2
7396,0,721,0.0,324.0,False,2
7400,0,721,0.0,324.0,False,2
7404,0,720,0.0,324.0,False,2
7408,0,720,0.0,324.0,False,2
7412,0,719,-1.0,323.0,False,2
7416,0,719,0.0,323.0,False,2
7420,0,718,0.0,323.0,False,2
7424,0,718,0.0,323.0,False,2
7428,0,717,0.0,323.0,False,2
7432,0,717,-1.0,322.0,False,2
7436,0,717,0.0,322.0,False,2
7440,0,719,0.0,322.0,False,2
7444,0,722,0.0,322.0,False,2
7448,0,722,0.0,322.0,False,2
7452,0,722,-1.0,321.0,False,2
7456,0,722,0.0,321.0,False,2
7460,0,722,0.0,321.0,False,2
7464,0,722,0.0,321.0,False,2
7468,0,722,0.0,321.0,False,2
7472,0,722,-1.0,320.0,False,2
7476,0,722,0.0,320.0,False,2
7480,0,722,0.0,320.0,False,2
7484,0,722,0.0,320.0,False,2
7488,0,722,0.0,320.0,False,2
7492,0,722,-1.0,319.0,False,2
7496,0,722,0.0,319.0,False,2
7500,0,722,0.0,319.0,False,2
7504,0,722,0.0,319.0,False,2
7508,0,722,0.0,319.0,False,2
7512,0,722,-1.0,318.0,False,2
7516,0,722,0.0,318.0,False,2
7520,0,722,0.0,318.0,False,2
7524,0,722,0.0,318.0,False,2
7528,0,722,0.0,318.0,False,2
7532,0,722,-1.0,317.0,False,2
7536,0,722,0.0,317.0,False,2
7540,0,722,0.0,317.0,False,2
7544,0,722,0.0,317.0,False,2
7548,0,722,0.0,317.0,False,2
7552,0,722,-1.0,316.0,False,2
7556,0,722,0.0,316.0,False,2
7560,0,722,0.0,316.0,False,2
7564,0,722,0.0,316.0,False,2
7568,0,722,0.0,316.0,False,2
7572,0,722,-1.0,315.0,False,2
7576,0,722,0.0,315.0,False,2
7580,0,722,0.0,315.0,False,2
7584,0,722,0.0,315.0,False,2
7588,0,722,0.0,315.0,False,2
7592,0,722,-1.0,314.0,False,2
7596,0,722,0.0,314.0,False,2
7600,0,722,0.0,314.0,False,2
7604,0,722,0.0,314.0,False,2
7608,0,722,0.0,314.0,False,2
7612,0,722,-1.0,313.0,False,2
7616,0,722,0.0,313.0,False,2
7620,0,722,0.0,313.0,False,2
7624,0,722,0.0,313.0,False,2
7628,0,722,0.0,313.0,False,2
7632,0,722,-1.0,312.0,False,2
7636,0,722,0.0,312.0,False,2
7640,0,721,0.0,312.0,False,2
7644,0,718,0.0,312.0,False,2
7648,0,715,0.0,312.0,False,2
7652,0,711,-1.0,311.0,False,2
7656,0,705,0.0,311.0,False,2
7660,0,699,0.0,311.0,False,2
7664,0,693,0.0,311.0,False,2
7668,0,686,0.0,311.0,False,2
7672,0,679,-1.0,310.0,False,2
7676,0,672,0.0,310.0,False,2
7680,0,665,0.0,310.0,False,2
7684,0,658,0.0,310.0,False,2
7688,0,651,0.0,310.0,False,2
7692,0,644,-1.0,309.0,False,2
7696,0,643,0.0,309.0,False,2
7700,0,643,0.0,309.0,False,2
7704,0,643,0.0,309.0,False,2
7708,0,643,0.0,309.0,False,2
7712,0,643,-1.0,308.0,False,2
7716,0,643,0.0,308.0,False,2
7720,0,643,0.0,308.0,False,2
7724,0,643,0.0,308.0,False,2
7728,0,643,0.0,308.0,False,2
7732,0,643,-1.0,307.0,False,2
7736,0,643,0.0,307.0,False,2
7740,0,643,0.0,307.0,False,2
7744,0,643,0.0,307.0,False,2
7748,0,643,0.0,307.0,False,2
7752,0,643,-1.0,306.0,False,2
7756,0,643,0.0,306.0,False,2
7760,0,643,0.0,306.0,False,2
7764,0,643,0.0,306.0,False,2
7768,0,643,0.0,306.0,False,2
7772,0,643,-1.0,305.0,False,2
7776,0,643,0.0,305.0,False,2
7780,0,643,0.0,305.0,False,2
7784,0,643,0.0,305.0,False,2
7788,0,643,0.0,305.0,False,2
7792,0,643,-1.0,304.0,False,2
7796,0,643,0.0,304.0,False,2
7800,0,643,0.0,304.0,False,2
7804,0,643,0.0,304.0,False,2
7808,0,643,0.0,304.0,False,2
7812,0,643,-1.0,303.0,False,2
7816,0,643,0.0,303.0,False,2
7820,0,643,0.0,303.0,False,2
7824,0,643,0.0,303.0,False,2
7828,0,643,0.0,303.0,False,2
7832,0,643,-1.0,302.0,False,2
7836,0,643,0.0,302.0,False,2
7840,0,643,0.0,302.0,False,2
7844,0,643,0.0,302.0,False,2
7848,0,643,0.0,302.0,False,2
7852,0,643,-1.0,301.0,False,2
7856,0,643,0.0,301.0,False,2
7860,0,643,0.0,301.0,False,2
7864,0,643,0.0,301.0,False,2
7868,0,643,0.0,301.0,False,2
7872,0,643,-1.0,300.0,False,2
7876,0,643,0.0,300.0,False,2
7880,0,643,0.0,300.0,False,2
7884,0,643,0.0,300.0,False,2
7888,0,643,0.0,300.0,False,2
7892,0,643,-1.0,299.0,False,2
7896,0,643,0.0,299.0,False,2
7900,0,643,0.0,299.0,False,2
7904,0,643,0.0,299.0,False,2
7908,0,643,0.0,299.0,False,2
7912,0,643,-1.0,298.0,False,2
7916,0,643,0.0,298.0,False,2
7920,0,643,0.0,298.0,False,2
7924,0,643,0.0,298.0,False,2
7928,0,644,0.0,298.0,False,2
7932,0,646,-1.0,297.0,False,2
7936,0,650,0.0,297.0,False,2
7940,0,656,0.0,297.0,False,2
7944,0,663,0.0,297.0,False,2
7948,0,670,0.0,297.0,False,2
7952,0,677,-1.0,296.0,False,2
7956,0,684,0.0,296.0,False,2
7960,0,691,0.0,296.0,False,2
7964,0,698,0.0,296.0,False,2
7968,0,705,0.0,296.0,False,2
7972,0,712,-1.0,295.0,False,2
7976,0,719,0.0,295.0,False,2
7980,0,726,4.0,299.0,False,2
7984,0,731,5.0,304.0,False,2
7988,0,735,4.0,308.0,False,2
7992,0,736,0.0,308.0,False,2
7996,0,736,0.0,308.0,False,2
8000,0,736,0.0,308.0,False,2
8004,0,737,1.0,309.0,False,2
8008,0,738,1.0,310.0,False,2
8012,0,739,0.0,310.0,False,2
8016,0,740,1.0,311.0,False,2
8020,0,741,1.0,312.0,False,2
8024,0,741,0.0,312.0,False,2
8028,0,741,0.0,312.0,False,2
8032,0,741,-1.0,311.0,False,2
8036,0,741,0.0,311.0,False,2
8040,0,741,0.0,311.0,False,2
8044,0,741,0.0,311.0,False,2
8048,0,741,0.0,311.0,False,2
8052,0,741,-1.0,310.0,False,2
8056,0,741,0.0,310.0,False,2
8060,0,741,0.0,310.0,False,2
8064,0,741,0.0,310.0,False,2
8068,0,741,0.0,310.0,False,2
8072,0,741,-1.0,309.0,False,2
8076,0,741,0.0,309.0,False,2
8080,0,741,0.0,309.0,False,2
8084,0,741,0.0,309.0,False,2
8088,0,741,0.0,309.0,False,2
8092,0,741,-1.0,308.0,False,2
8096,0,741,0.0,308.0,False,2
8100,0,742,1.0,309.0,False,2
8104,0,745,3.0,312.0,False,2
8108,0,749,4.0,316.0,False,2
8112,0,756,6.0,322.0,False,2
8116,0,764,8.0,330.0,False,2
8120,0,773,9.0,339.0,False,2
8124,0,785,12.0,351.0,False,2
8128,0,797,12.0,363.0,False,2
8132,0,809,11.0,374.0,False,2
8136,0,821,12.0,386.0,False,2
8140,0,833,13.0,399.0,False,2
8144,0,845,12.0,411.0,False,2
8148,0,857,12.0,423.0,False,2
8152,0,868,10.0,433.0,False,2
8156,0,878,10.0,443.0,False,2
8160,0,886,8.0,451.0,False,2
8164,0,892,6.0,457.0,False,2
8168,0,897,5.0,462.0,False,2
8172,0,898,0.0,462.0,False,2
8176,0,898,0.0,462.0,False,2
8180,0,898,0.0,462.0,False,2
8184,0,898,0.0,462.0,False,2
8188,0,898,0.0,462.0,False,2
8192,0,898,-1.0,461.0,False,2
8196,0,898,0.0,461.0,False,2
8200,0,898,0.0,461.0,False,2
8204,0,898,0.0,461.0,False,2
8208,0,898,0.0,461.0,False,2
8212,0,898,0.0,461.0,False,2
8216,0,898,0.0,461.0,False,2
8220,0,898,0.0,461.0,False,2
8224,0,898,0.0,461.0,False,2
8228,0,898,0.0,461.0,False,2
8232,0,898,0.0,461.0,False,2
8236,0,898,0.0,461.0,False,2
8240,0,898,0.0,461.0,False,2
8244,0,898,0.0,461.0,False,2
8248,0,898,0.0,461.0,False,2
8252,0,898,0.0,461.0,False,2
8256,0,898,0.0,461.0,False,2
8260,0,898,0.0,461.0,False,2
8264,0,898,0.0,461.0,False,2
8268,0,898,0.0,461.0,False,2
8272,0,898,0.0,461.0,False,2
8276,0,898,0.0,461.0,False,2
8280,0,898,0.0,461.0,False,2
8284,0,898,0.0,461.0,False,2
8288,0,898,0.0,461.0,False,2
8292,0,898,0.0,461.0,False,2
8296,0,898,0.0,461.0,False,2
8300,0,898,0.0,461.0,False,2
8304,0,898,0.0,461.0,False,2
8308,0,898,0.0,461.0,False,2
8312,0,898,0.0,461.0,False,2
8316,0,898,0.0,461.0,False,2
8320,0,898,0.0,461.0,False,2
8324,0,898,0.0,461.0,False,2
8328,0,898,0.0,461.0,False,2
8332,0,898,0.0,461.0,False,2
8336,0,898,0.0,461.0,False,2
8340,0,898,0.0,461.0,False,2
8344,0,898,0.0,461.0,False,2
8348,0,898,0.0,461.0,False,2
8352,0,898,0.0,461.0,False,2
8356,0,898,0.0,461.0,False,2
8360,0,898,0.0,461.0,False,2
8364,0,898,0.0,461.0,False,2
8368,0,898,0.0,461.0,False,2
8372,0,898,0.0,461.0,False,2
8376,0,898,0.0,461.0,False,2
8380,0,898,0.0,461.0,False,2
8384,0,898,0.0,461.0,False,2
8388,0,898,0.0,461.0,False,2
8392,0,898,-100.0,361.0,False,1
8396,0,0,0.0,361.0,False,1
8400,0,0,0.0,361.0,False,1
8404,0,0,0.0,361.0,False,1
8408,0,0,0.0,361.0,False,1
8412,0,0,0.0,361.0,False,1
8416,0,0,0.0,361.0,False,1
8420,0,0,0.0,361.0,False,1
8424,0,0,0.0,361.0,False,1
8428,0,0,0.0,361.0,False,1
8432,0,0,0.0,361.0,False,1
8436,0,0,0.0,361.0,False,1
8440,0,0,0.0,361.0,False,1
8444,0,0,0.0,361.0,False,1
8448,0,0,0.0,361.0,False,1
8452,0,0,0.0,361.0,False,1
8456,0,0,0.0,361.0,False,1
8460,0,0,0.0,361.0,False,1
8464,0,0,0.0,361.0,False,1
8468,0,0,0.0,361.0,False,1
8472,0,0,0.0,361.0,False,1
8476,0,0,0.0,361.0,False,1
8480,0,0,0.0,361.0,False,1
8484,0,0,0.0,361.0,False,1
8488,0,0,0.0,361.0,False,1
8492,0,0,0.0,361.0,False,1
8496,0,0,0.0,361.0,False,1
8500,0,0,0.0,361.0,False,1
8504,0,0,0.0,361.0,False,1
8508,0,0,0.0,361.0,False,1
8512,0,0,0.0,361.0,False,1
8516,0,0,0.0,361.0,False,1
8520,0,0,0.0,361.0,False,1
8524,0,0,0.0,361.0,False,1
8528,0,0,0.0,361.0,False,1
8532,0,0,0.0,361.0,False,1
8536,0,0,0.0,361.0,False,1
8540,0,0,0.0,361.0,False,1
8544,0,0,0.0,361.0,False,1
8548,0,0,0.0,361.0,False,1
8552,0,0,0.0,361.0,False,1
8556,0,0,0.0,361.0,False,1
8560,0,0,0.0,361.0,False,1
8564,0,0,0.0,361.0,False,1
8568,0,0,0.0,361.0,False,1
8572,0,0,0.0,361.0,False,1
8576,0,0,0.0,361.0,False,1
8580,0,0,0.0,361.0,False,1
8584,0,0,0.0,361.0,False,1
8588,0,0,0.0,361.0,False,1
8592,0,0,0.0,361.0,False,1
8596,0,0,0.0,361.0,False,1
8600,0,0,0.0,361.0,False,1
8604,0,0,0.0,361.0,False,1
8608,0,0,0.0,361.0,False,1
8612,0,0,0.0,361.0,False,1
8616,0,0,0.0,361.0,False,1
8620,0,0,0.0,361.0,False,1
8624,0,0,0.0,361.0,False,1
8628,0,0,0.0,361.0,False,1
8632,0,0,0.0,361.0,False,1
8636,0,0,0.0,361.0,False,1
8640,0,0,0.0,361.0,False,1
8644,0,0,0.0,361.0,False,1
8648,0,0,0.0,361.0,False,1
8652,0,40,0.0,361.0,False,1
8656,0,40,0.0,361.0,False,1
8660,0,40,0.0,361.0,False,1
8664,0,42,2.0,363.0,False,1
8668,0,45,3.0,366.0,False,1
8672,0,50,4.0,370.0,False,1
8676,0,54,4.0,374.0,False,1
8680,0,57,3.0,377.0,False,1
8684,0,58,1.0,378.0,False,1
8688,0,58,0.0,378.0,False,1
8692,0,58,-1.0,377.0,False,1
8696,0,58,0.0,377.0,False,1
8700,0,58,0.0,377.0,False,1
8704,0,58,0.0,377.0,False,1
8708,0,58,0.0,377.0,False,1
8712,0,58,-1.0,376.0,False,1
8716,0,58,0.0,376.0,False,1
8720,0,58,0.0,376.0,False,1
8724,0,58,0.0,376.0,False,1
8728,0,58,0.0,376.0,False,1
8732,0,59,0.0,376.0,False,1
8736,0,60,1.0,377.0,False,1
8740,0,61,1.0,378.0,False,1
8744,0,61,0.0,378.0,False,1
8748,0,61,0.0,378.0,False,1
8752,0,61,-1.0,377.0,False,1
8756,0,61,0.0,377.0,False,1
8760,0,61,0.0,377.0,False,1
8764,0,61,0.0,377.0,False,1
8768,0,61,0.0,377.0,False,1
8772,0,61,-1.0,376.0,False,1
8776,0,61,0.0,376.0,False,1
8780,0,61,0.0,376.0,False,1
8784,0,61,0.0,376.0,False,1
8788,0,61,0.0,376.0,False,1
8792,0,61,-1.0,375.0,False,1
8796,0,61,0.0,375.0,False,1
8800,0,61,0.0,375.0,False,1
8804,0,61,0.0,375.0,False,1
8808,0,61,0.0,375.0,False,1
8812,0,61,-1.0,374.0,False,1
8816,0,61,0.0,374.0,False,1
8820,0,61,0.0,374.0,False,1
8824,0,61,0.0,374.0,False,1
8828,0,61,0.0,374.0,False,1
8832,0,61,-1.0,373.0,False,1
8836,0,60,0.0,373.0,False,1
8840,0,60,0.0,373.0,False,1
8844,0,60,0.0,373.0,False,1
8848,0,60,0.0,373.0,False,1
8852,0,59,-1.0,372.0,False,1
8856,0,59,0.0,372.0,False,1
8860,0,59,0.0,372.0,False,1
8864,0,59,0.0,372.0,False,1
8868,0,59,0.0,372.0,False,1
8872,0,59,-1.0,371.0,False,1
8876,0,59,0.0,371.0,False,1
8880,0,59,0.0,371.0,False,1
8884,0,59,0.0,371.0,False,1
8888,0,59,0.0,371.0,False,1
8892,0,59,-1.0,370.0,False,1
8896,0,59,0.0,370.0,False,1
8900,0,59,0.0,370.0,False,1
8904,0,59,0.0,370.0,False,1
8908,0,61,0.0,370.0,False,1
8912,0,64,2.0,372.0,False,1
8916,0,69,5.0,377.0,False,1
8920,0,72,3.0,380.0,False,1
8924,0,73,1.0,381.0,False,1
8928,0,73,0.0,381.0,False,1
8932,0,73,-1.0,380.0,False,1
8936,0,72,0.0,380.0,False,1
8940,0,72,0.0,380.0,False,1
8944,0,72,0.0,380.0,False,1
8948,0,72,0.0,380.0,False,1
8952,0,71,-1.0,379.0,False,1
8956,0,71,0.0,379.0,False,1
8960,0,71,0.0,379.0,False,1
8964,0,71,0.0,379.0,False,1
8968,0,71,0.0,379.0,False,1
